date;home_team;away_team;home_team_fifa_rank;away_team_fifa_rank;home_team_total_fifa_points;away_team_total_fifa_points;home_team_score;away_team_score;tournament;country;home_team_result;home_team_goalkeeper_score;away_team_goalkeeper_score;home_team_mean_defense_score;home_team_mean_offense_score;home_team_mean_midfield_score;away_team_mean_defense_score;away_team_mean_offense_score;away_team_mean_midfield_score
05/06/2013;Uruguay;France;17;18;931;913;1;0;Friendly;Uruguay;Win;81.0;85.0;79.2;80.3;81.0;81.8;82.7;84.5
04/06/2013;Japan;Australia;30;47;772;624;1;1;FIFA World Cup qualification;Japan;Draw;70.0;79.0;75.2;72.7;78.8;71.2;68.7;73.8
04/06/2013;Qatar;Iran;101;57;345;538;0;1;FIFA World Cup qualification;Qatar;Lose;;68.0;;;;;;
02/06/2013;Brazil;England;19;7;902;1134;2;2;Friendly;Brazil;Draw;83.0;84.0;84.0;82.3;83.2;83.0;83.3;82.2
02/06/2013;USA;Germany;29;2;779;1428;4;3;Friendly;USA;Win;81.0;86.0;72.2;74.0;78.0;84.0;83.7;85.8
29/05/2013;Ecuador;Germany;10;2;1058;1428;2;4;Friendly;USA;Lose;70.0;86.0;68.2;74.7;76.8;84.0;83.7;85.8
29/05/2013;USA;Belgium;29;15;779;953;2;4;Friendly;USA;Lose;81.0;83.0;72.2;74.0;78.0;82.0;79.7;81.8
28/05/2013;Canada;Costa Rica;80;48;456;615;0;1;Friendly;Canada;Lose;67.0;74.0;68.0;73.3;68.5;69.2;71.3;75.2
26/03/2013;France;Spain;17;1;920;1609;0;1;FIFA World Cup qualification;France;Lose;85.0;88.0;81.8;82.7;84.5;84.8;84.3;88.5
26/03/2013;South Korea;Qatar;47;98;601;364;2;1;FIFA World Cup qualification;South Korea;Win;73.0;;71.2;75.0;74.0;;;
26/03/2013;Mexico;USA;15;33;995;732;0;0;FIFA World Cup qualification;Mexico;Draw;78.0;81.0;76.0;80.7;75.0;72.2;74.0;78.0
26/03/2013;Wales;Croatia;71;9;491;1080;1;2;FIFA World Cup qualification;Wales;Lose;72.0;74.0;74.2;75.3;77.2;73.8;80.0;79.5
22/03/2013;Croatia;Serbia;9;35;1080;657;2;0;FIFA World Cup qualification;Croatia;Win;74.0;78.0;73.8;80.0;79.5;82.8;78.3;78.2
22/03/2013;Japan;Canada;26;68;811;496;2;1;Friendly;Qatar;Win;70.0;67.0;75.2;72.7;78.8;68.0;73.3;68.5
22/03/2013;USA;Costa Rica;33;53;732;576;1;0;FIFA World Cup qualification;USA;Win;81.0;74.0;72.2;74.0;78.0;69.2;71.3;75.2
06/02/2013;Croatia;South Korea;10;34;1064;686;4;0;Friendly;England;Win;74.0;73.0;73.8;80.0;79.5;71.2;75.0;74.0
06/02/2013;England;Brazil;6;18;1150;945;2;1;Friendly;England;Win;84.0;83.0;83.0;83.3;82.2;84.0;82.3;83.2
06/02/2013;France;Germany;17;2;949;1437;1;2;Friendly;France;Lose;85.0;86.0;81.8;82.7;84.5;84.0;83.7;85.8
06/02/2013;Portugal;Ecuador;7;12;1143;1006;2;3;Friendly;Portugal;Lose;82.0;70.0;81.2;83.7;82.0;68.2;74.7;76.8
06/02/2013;Spain;Uruguay;1;16;1605;974;3;1;Friendly;Qatar;Win;88.0;81.0;84.8;84.3;88.5;79.2;80.3;81.0
29/01/2013;USA;Canada;28;64;781;517;0;0;Friendly;USA;Draw;81.0;67.0;72.2;74.0;78.0;68.0;73.3;68.5
13/01/2013;Ghana;Tunisia;30;45;776;606;4;2;Friendly;United Arab Emirates;Win;68.0;;70.2;72.3;81.2;72.2;72.3;73.2
09/12/2012;Iran;Saudi Arabia;44;112;610;313;0;0;WAFF Championship;Kuwait;Draw;68.0;69.0;;;;67.8;72.7;72.8
21/11/2012;Argentina;Brazil;3;13;1349;994;2;1;Superclásico de las Américas;Argentina;Lose;80.0;83.0;81.8;89.0;84.0;84.0;82.3;83.2
14/11/2012;South Korea;Australia;32;33;727;718;1;2;Friendly;South Korea;Lose;73.0;79.0;71.2;75.0;74.0;71.2;68.7;73.8
14/11/2012;Netherlands;Germany;7;2;1128;1421;0;0;Friendly;Netherlands;Draw;81.0;86.0;76.8;86.3;83.2;84.0;83.7;85.8
14/11/2012;Poland;Uruguay;54;11;578;1047;1;3;Friendly;Poland;Lose;80.0;81.0;76.2;75.7;76.8;79.2;80.3;81.0
14/11/2012;Saudi Arabia;Argentina;112;3;313;1349;0;0;Friendly;Saudi Arabia;Draw;69.0;80.0;67.8;72.7;72.8;81.8;89.0;84.0
14/11/2012;Tunisia;Switzerland;46;16;608;966;1;2;Friendly;Tunisia;Lose;;80.0;72.2;72.3;73.2;77.0;73.0;79.0
17/10/2012;Poland;England;54;5;573;1196;1;1;FIFA World Cup qualification;Poland;Draw;80.0;84.0;76.2;75.7;76.8;83.0;83.3;82.2
16/10/2012;Croatia;Wales;11;57;1022;550;2;0;FIFA World Cup qualification;Croatia;Win;74.0;72.0;73.8;80.0;79.5;74.2;75.3;77.2
16/10/2012;Iran;South Korea;58;25;548;776;1;0;FIFA World Cup qualification;Iran;Win;68.0;73.0;;;;71.2;75.0;74.0
16/10/2012;Japan;Brazil;23;14;818;1000;0;4;Friendly;Poland;Lose;70.0;83.0;75.2;72.7;78.8;84.0;82.3;83.2
16/10/2012;Spain;France;1;13;1611;1010;1;1;FIFA World Cup qualification;Spain;Draw;88.0;85.0;84.8;84.3;88.5;81.8;82.7;84.5
12/10/2012;Argentina;Uruguay;4;7;1207;1139;3;0;FIFA World Cup qualification;Argentina;Win;80.0;81.0;81.8;89.0;84.0;79.2;80.3;81.0
12/10/2012;France;Japan;13;23;1010;818;0;1;Friendly;France;Lose;85.0;70.0;81.8;82.7;84.5;75.2;72.7;78.8
12/10/2012;Serbia;Belgium;33;30;706;722;0;3;FIFA World Cup qualification;Serbia;Lose;78.0;83.0;82.8;78.3;78.2;82.0;79.7;81.8
19/09/2012;Brazil;Argentina;12;7;996;1120;2;1;Superclásico de las Américas;Brazil;Win;83.0;80.0;84.0;82.3;83.2;81.8;89.0;84.0
11/09/2012;Belgium;Croatia;40;9;625;1019;1;1;FIFA World Cup qualification;Belgium;Draw;83.0;74.0;82.0;79.7;81.8;73.8;80.0;79.5
11/09/2012;Mexico;Costa Rica;21;66;845;486;1;0;FIFA World Cup qualification;Mexico;Win;78.0;74.0;76.0;80.7;75.0;69.2;71.3;75.2
11/09/2012;Serbia;Wales;42;45;623;615;6;1;FIFA World Cup qualification;Serbia;Win;78.0;72.0;82.8;78.3;78.2;74.2;75.3;77.2
11/09/2012;Uruguay;Ecuador;5;17;1216;889;1;1;FIFA World Cup qualification;Uruguay;Draw;81.0;70.0;79.2;80.3;81.0;68.2;74.7;76.8
07/09/2012;Costa Rica;Mexico;66;21;486;845;0;2;FIFA World Cup qualification;Costa Rica;Lose;74.0;78.0;69.2;71.3;75.2;76.0;80.7;75.0
07/09/2012;Spain;Saudi Arabia;1;105;1617;328;5;0;Friendly;Spain;Win;88.0;69.0;84.8;84.3;88.5;67.8;72.7;72.8
07/09/2012;Wales;Belgium;45;40;615;625;0;2;FIFA World Cup qualification;Wales;Lose;72.0;83.0;74.2;75.3;77.2;82.0;79.7;81.8
15/08/2012;Belgium;Netherlands;53;8;563;1053;4;2;Friendly;Belgium;Win;76.0;84.0;81.2;80.3;78.5;76.5;83.3;86.0
15/08/2012;Croatia;Switzerland;9;23;1050;828;2;4;Friendly;Croatia;Lose;74.0;78.0;76.0;80.0;81.0;77.0;76.7;78.8
15/08/2012;France;Uruguay;14;4;979;1236;0;0;Friendly;France;Draw;86.0;78.0;82.5;83.0;84.5;79.2;85.0;78.5
15/08/2012;Germany;Argentina;2;7;1473;1098;1;3;Friendly;Germany;Lose;87.0;77.0;83.0;83.7;85.0;80.8;88.3;85.2
15/08/2012;Iran;Tunisia;48;41;590;627;2;2;Friendly;Hungary;Draw;54.0;67.0;;;;75.0;72.3;71.8
15/08/2012;Mexico;USA;18;36;861;672;0;1;Friendly;Mexico;Lose;76.0;81.0;76.2;77.0;76.2;74.2;75.7;77.2
27/06/2012;Portugal;Spain;10;1;995;1456;0;0;UEFA Euro;Ukraine;Lose;81.0;89.0;82.0;86.3;82.5;85.8;88.0;88.5
23/06/2012;Spain;France;1;14;1456;963;2;0;UEFA Euro;Ukraine;Win;89.0;86.0;85.8;88.0;88.5;82.5;83.0;84.5
18/06/2012;Croatia;Spain;8;1;1052;1456;0;1;UEFA Euro;Poland;Lose;74.0;89.0;76.0;80.0;81.0;85.8;88.0;88.5
18/06/2012;Saudi Arabia;Morocco;92;70;368;491;4;0;Friendly;Saudi Arabia;Win;;67.0;;;;72.0;76.7;78.8
17/06/2012;Denmark;Germany;9;3;1019;1288;1;2;UEFA Euro;Ukraine;Lose;78.0;87.0;76.8;74.0;76.5;83.0;83.7;85.0
17/06/2012;Portugal;Netherlands;10;4;995;1234;2;1;UEFA Euro;Ukraine;Win;81.0;84.0;82.0;86.3;82.5;76.5;83.3;86.0
13/06/2012;Denmark;Portugal;9;10;1019;995;2;3;UEFA Euro;Ukraine;Lose;78.0;81.0;76.8;74.0;76.5;82.0;86.3;82.5
13/06/2012;Netherlands;Germany;4;3;1234;1288;1;2;UEFA Euro;Ukraine;Lose;84.0;87.0;76.5;83.3;86.0;83.0;83.7;85.0
12/06/2012;Australia;Japan;24;23;819;821;1;1;FIFA World Cup qualification;Australia;Draw;80.0;69.0;70.2;73.7;71.8;72.5;72.7;76.0
12/06/2012;Iran;Qatar;45;91;596;371;0;0;FIFA World Cup qualification;Iran;Draw;54.0;;;;;;;
11/06/2012;France;England;14;6;963;1144;1;1;UEFA Euro;Ukraine;Draw;86.0;83.0;82.5;83.0;84.5;84.0;81.3;85.8
09/06/2012;Brazil;Argentina;5;7;1154;1137;3;4;Friendly;USA;Lose;85.0;77.0;85.5;84.3;84.0;80.8;88.3;85.2
09/06/2012;Germany;Portugal;3;10;1288;995;1;0;UEFA Euro;Ukraine;Win;87.0;81.0;83.0;83.7;85.0;82.0;86.3;82.5
09/06/2012;Netherlands;Denmark;4;9;1234;1019;0;1;UEFA Euro;Ukraine;Lose;84.0;78.0;76.5;83.3;86.0;76.8;74.0;76.5
08/06/2012;Qatar;South Korea;91;35;371;718;1;4;FIFA World Cup qualification;Qatar;Lose;;73.0;;;;71.0;75.0;76.0
03/06/2012;Canada;USA;75;29;449;778;0;0;Friendly;Canada;Draw;77.0;81.0;67.5;69.7;75.5;74.2;75.7;77.2
03/06/2012;Mexico;Brazil;20;6;867;1165;2;0;Friendly;USA;Win;76.0;85.0;76.2;77.0;76.2;85.5;84.3;84.0
02/06/2012;Argentina;Ecuador;9;37;1075;679;4;0;FIFA World Cup qualification;Argentina;Win;77.0;69.0;80.8;88.3;85.2;70.5;74.7;76.8
02/06/2012;Denmark;Australia;10;21;1068;862;2;0;Friendly;Denmark;Win;78.0;80.0;76.8;74.0;76.5;70.2;73.7;71.8
02/06/2012;England;Belgium;7;44;1131;603;1;0;Friendly;England;Win;83.0;76.0;84.0;81.3;85.8;81.2;80.3;78.5
31/05/2012;France;Serbia;16;32;938;725;2;0;Friendly;France;Win;86.0;72.0;82.5;83.0;84.5;83.0;76.7;79.0
30/05/2012;Spain;South Korea;1;31;1442;745;4;1;Friendly;Switzerland;Win;89.0;73.0;85.8;88.0;88.5;71.0;75.0;76.0
30/05/2012;USA;Brazil;29;6;778;1165;1;4;Friendly;USA;Lose;81.0;85.0;74.2;75.7;77.2;85.5;84.3;84.0
27/05/2012;Mexico;Wales;20;41;867;635;2;0;Friendly;USA;Win;76.0;77.0;76.2;77.0;76.2;73.2;72.7;80.8
26/05/2012;Denmark;Brazil;10;6;1068;1165;1;3;Friendly;Germany;Lose;78.0;85.0;76.8;74.0;76.5;85.5;84.3;84.0
26/05/2012;Spain;Serbia;1;32;1442;725;2;0;Friendly;Switzerland;Win;89.0;72.0;85.8;88.0;88.5;83.0;76.7;79.0
26/05/2012;Switzerland;Germany;18;2;890;1344;5;3;Friendly;Switzerland;Win;78.0;87.0;77.0;76.7;78.8;83.0;83.7;85.0
25/05/2012;Morocco;Senegal;60;77;547;448;0;1;Friendly;Morocco;Lose;67.0;67.0;72.0;76.7;78.8;76.5;80.3;74.2
29/02/2012;Australia;Saudi Arabia;22;89;832;406;4;2;FIFA World Cup qualification;Australia;Win;80.0;;70.2;73.7;71.8;;;
29/02/2012;England;Netherlands;5;3;1179;1359;2;3;Friendly;England;Lose;83.0;84.0;84.0;81.3;85.8;76.5;83.3;86.0
29/02/2012;Germany;France;2;17;1369;930;1;2;Friendly;Germany;Lose;87.0;86.0;83.0;83.7;85.0;82.5;83.0;84.5
29/02/2012;Iran;Qatar;47;96;605;372;2;2;FIFA World Cup qualification;Iran;Draw;54.0;;;;;;;
29/02/2012;Poland;Portugal;70;6;469;1155;0;0;Friendly;Poland;Draw;80.0;81.0;73.0;76.0;76.0;82.0;86.3;82.5
29/02/2012;Switzerland;Argentina;16;11;950;1080;1;3;Friendly;Switzerland;Lose;78.0;77.0;77.0;76.7;78.8;80.8;88.3;85.2
29/02/2012;Wales;Costa Rica;42;63;635;538;0;1;Friendly;Wales;Lose;77.0;74.0;73.2;72.7;80.8;65.5;77.0;71.0
05/02/2012;Ghana;Tunisia;26;59;778;541;2;1;African Cup of Nations;Gabon;Win;64.0;67.0;71.0;76.7;81.0;75.0;72.3;71.8
23/01/2012;Morocco;Tunisia;61;59;523;541;1;2;African Cup of Nations;Gabon;Lose;67.0;67.0;72.0;76.7;78.8;75.0;72.3;71.8
15/11/2011;Costa Rica;Spain;62;1;522;1624;2;2;Friendly;Costa Rica;Draw;74.0;89.0;65.5;77.0;71.0;85.8;88.0;88.5
15/11/2011;France;Belgium;15;37;952;669;0;0;Friendly;France;Draw;86.0;76.0;82.5;83.0;84.5;81.2;80.3;78.5
15/11/2011;Germany;Netherlands;3;2;1352;1425;3;0;Friendly;Germany;Win;87.0;84.0;83.0;83.7;85.0;76.5;83.3;86.0
13/11/2011;Morocco;Cameroon;56;47;566;599;1;1;Friendly;Morocco;Draw;67.0;80.0;72.0;76.7;78.8;75.2;79.0;79.2
12/11/2011;England;Spain;7;1;1100;1624;1;0;Friendly;England;Win;83.0;89.0;84.0;81.3;85.8;85.8;88.0;88.5
11/11/2011;France;USA;15;34;952;719;1;0;Friendly;France;Win;86.0;81.0;82.5;83.0;84.5;74.2;75.7;77.2
11/11/2011;Mexico;Serbia;22;23;859;854;2;0;Friendly;Mexico;Win;76.0;72.0;76.2;77.0;76.2;83.0;76.7;79.0
11/11/2011;Netherlands;Switzerland;2;18;1425;920;0;0;Friendly;Netherlands;Draw;84.0;78.0;76.5;83.3;86.0;77.0;76.7;78.8
11/10/2011;Denmark;Portugal;17;5;893;1158;2;1;UEFA Euro qualification;Denmark;Win;78.0;81.0;76.8;74.0;76.5;82.0;86.3;82.5
11/10/2011;Germany;Belgium;3;34;1289;729;3;1;UEFA Euro qualification;Germany;Win;87.0;76.0;83.0;83.7;85.0;81.2;80.3;78.5
11/10/2011;Mexico;Brazil;20;7;866;1131;1;2;Friendly;Mexico;Lose;76.0;85.0;76.2;77.0;76.2;85.5;84.3;84.0
11/10/2011;USA;Ecuador;31;69;741;481;0;1;Friendly;USA;Lose;81.0;69.0;74.2;75.7;77.2;70.5;74.7;76.8
07/10/2011;Costa Rica;Brazil;57;7;549;1131;0;1;Friendly;Costa Rica;Lose;74.0;85.0;65.5;77.0;71.0;85.5;84.3;84.0
07/10/2011;South Korea;Poland;29;65;749;495;2;2;Friendly;South Korea;Draw;73.0;80.0;71.0;75.0;76.0;73.0;76.0;76.0
07/10/2011;Wales;Switzerland;90;18;374;886;2;0;UEFA Euro qualification;Wales;Win;77.0;78.0;73.2;72.7;80.8;77.0;76.7;78.8
28/09/2011;Brazil;Argentina;7;10;1131;1024;2;0;Superclásico de las Américas;Brazil;Win;85.0;77.0;85.5;84.3;84.0;80.8;88.3;85.2
14/09/2011;Argentina;Brazil;9;6;1016;1156;0;0;Superclásico de las Américas;Argentina;Draw;77.0;85.0;80.8;88.3;85.2;85.5;84.3;84.0
06/09/2011;Belgium;USA;37;28;674;791;1;0;Friendly;Belgium;Win;76.0;81.0;81.2;80.3;78.5;74.2;75.7;77.2
06/09/2011;Ecuador;Costa Rica;66;60;491;530;4;0;Friendly;Ecuador;Win;69.0;74.0;70.5;74.7;76.8;65.5;77.0;71.0
06/09/2011;England;Wales;4;117;1176;250;1;0;UEFA Euro qualification;England;Win;83.0;77.0;84.0;81.3;85.8;73.2;72.7;80.8
06/09/2011;Poland;Germany;65;3;498;1329;2;2;Friendly;Poland;Draw;80.0;87.0;73.0;76.0;76.0;83.0;83.7;85.0
06/09/2011;Qatar;Iran;88;53;364;558;1;1;FIFA World Cup qualification;Qatar;Draw;;54.0;;;;;;
06/09/2011;Saudi Arabia;Australia;87;22;372;837;1;3;FIFA World Cup qualification;Saudi Arabia;Lose;;80.0;;;;70.2;73.7;71.8
05/09/2011;Brazil;Ghana;6;36;1156;725;1;0;Friendly;England;Win;85.0;64.0;85.5;84.3;84.0;71.0;76.7;81.0
02/09/2011;Poland;Mexico;65;20;498;863;1;1;Friendly;Poland;Draw;80.0;76.0;73.0;76.0;76.0;76.2;77.0;76.2
02/09/2011;USA;Costa Rica;28;60;791;530;0;1;Friendly;USA;Lose;81.0;74.0;74.2;75.7;77.2;65.5;77.0;71.0
10/08/2011;Costa Rica;Ecuador;56;67;0;0;0;2;Friendly;Costa Rica;Lose;69.0;75.0;67.2;75.3;67.5;70.2;75.7;76.8
10/08/2011;Germany;Brazil;3;4;0;0;3;2;Friendly;Germany;Win;86.0;86.0;82.0;83.3;82.2;84.5;84.0;81.8
10/08/2011;Japan;South Korea;14;28;0;0;3;0;Friendly;Japan;Win;69.0;71.0;73.0;69.3;75.5;69.5;71.3;75.0
10/08/2011;Senegal;Morocco;46;63;0;0;0;2;Friendly;Senegal;Lose;68.0;71.0;77.2;80.0;73.5;71.2;80.0;73.8
10/08/2011;USA;Mexico;30;20;0;0;1;1;Friendly;USA;Draw;81.0;76.0;73.0;75.0;78.5;74.5;76.3;77.5
10/08/2011;Wales;Australia;112;22;0;0;1;2;Friendly;Wales;Lose;75.0;80.0;74.2;71.0;80.2;72.5;76.7;71.0
16/07/2011;Argentina;Uruguay;10;18;0;0;1;1;Copa América;Argentina;Lose;77.0;76.0;81.0;87.0;82.8;79.0;83.7;78.5
13/07/2011;Brazil;Ecuador;5;68;0;0;4;2;Copa América;Argentina;Win;86.0;75.0;84.5;84.0;81.8;70.2;75.7;76.8
12/07/2011;Uruguay;Mexico;18;9;0;0;1;0;Copa América;Argentina;Win;76.0;76.0;79.0;83.7;78.5;74.5;76.3;77.5
11/07/2011;Argentina;Costa Rica;10;55;0;0;3;0;Copa América;Argentina;Win;77.0;69.0;81.0;87.0;82.8;67.2;75.3;67.5
25/06/2011;USA;Mexico;22;28;0;0;2;4;Gold Cup;USA;Lose;81.0;76.0;73.0;75.0;78.5;74.5;76.3;77.5
12/06/2011;Mexico;Costa Rica;28;56;0;0;4;1;Gold Cup;USA;Win;76.0;69.0;74.5;76.3;77.5;67.2;75.3;67.5
09/06/2011;Poland;France;71;19;0;0;0;1;Friendly;Poland;Lose;76.0;84.0;72.5;76.3;74.8;82.8;81.7;84.2
08/06/2011;Uruguay;Netherlands;7;2;0;0;1;1;Copa Confraternidad;Uruguay;Win;76.0;83.0;79.0;83.7;78.5;77.0;83.7;83.5
07/06/2011;Australia;Serbia;20;16;0;0;0;0;Friendly;Australia;Draw;80.0;72.0;72.5;76.7;71.0;81.8;76.0;80.0
07/06/2011;South Korea;Ghana;31;15;0;0;2;1;Friendly;South Korea;Win;71.0;73.0;69.5;71.3;75.0;75.0;73.7;80.2
07/06/2011;USA;Canada;22;77;0;0;2;0;Gold Cup;USA;Win;81.0;77.0;73.0;75.0;78.5;68.2;;74.2
05/06/2011;Poland;Argentina;71;5;0;0;2;1;Friendly;Poland;Win;76.0;77.0;72.5;76.3;74.8;81.0;87.0;82.8
04/06/2011;Brazil;Netherlands;3;2;0;0;0;0;Friendly;Brazil;Draw;86.0;83.0;84.5;84.0;81.8;77.0;83.7;83.5
04/06/2011;Cameroon;Senegal;49;40;0;0;0;0;African Cup of Nations qualification;Cameroon;Draw;82.0;68.0;77.8;79.3;77.2;77.2;80.0;73.5
04/06/2011;England;Switzerland;6;25;0;0;2;2;UEFA Euro qualification;England;Draw;82.0;80.0;84.0;83.7;84.0;77.5;76.7;76.8
04/06/2011;USA;Spain;22;1;0;0;0;4;Friendly;USA;Lose;81.0;88.0;73.0;75.0;78.5;84.0;86.0;86.2
03/06/2011;South Korea;Serbia;31;16;0;0;2;1;Friendly;South Korea;Win;71.0;72.0;69.5;71.3;75.0;81.8;76.0;80.0
01/06/2011;Canada;Ecuador;77;64;0;0;2;2;Friendly;Canada;Draw;77.0;75.0;68.2;;74.2;70.2;75.7;76.8
29/05/2011;Germany;Uruguay;4;7;0;0;2;1;Friendly;Germany;Win;86.0;76.0;82.0;83.3;82.2;79.0;83.7;78.5
28/05/2011;Mexico;Ecuador;28;64;0;0;1;1;Friendly;USA;Draw;76.0;75.0;74.5;76.3;77.5;70.2;75.7;76.8
20/04/2011;Argentina;Ecuador;5;56;0;0;2;2;Friendly;Argentina;Draw;77.0;75.0;81.0;87.0;82.8;70.2;75.7;76.8
29/03/2011;Costa Rica;Argentina;53;4;0;0;0;0;Friendly;Costa Rica;Draw;69.0;77.0;67.2;75.3;67.5;81.0;87.0;82.8
29/03/2011;England;Ghana;6;16;0;0;1;1;Friendly;England;Draw;82.0;73.0;84.0;83.7;84.0;75.0;73.7;80.2
29/03/2011;France;Croatia;18;8;0;0;0;0;Friendly;France;Draw;84.0;74.0;82.8;81.7;84.2;78.5;80.7;79.5
29/03/2011;Germany;Australia;3;20;0;0;1;2;Friendly;Germany;Lose;86.0;80.0;82.0;83.3;82.2;72.5;76.7;71.0
26/03/2011;Senegal;Cameroon;69;42;0;0;1;0;African Cup of Nations qualification;Senegal;Win;68.0;82.0;77.2;80.0;73.5;77.8;79.3;77.2
26/03/2011;USA;Argentina;19;4;0;0;1;1;Friendly;USA;Draw;81.0;77.0;73.0;75.0;78.5;81.0;87.0;82.8
26/03/2011;Wales;England;116;6;0;0;0;2;UEFA Euro qualification;Wales;Lose;75.0;82.0;74.2;71.0;80.2;84.0;83.7;84.0
09/02/2011;Argentina;Portugal;5;8;0;0;2;1;Friendly;Switzerland;Win;77.0;79.0;81.0;87.0;82.8;82.2;85.0;80.8
09/02/2011;Denmark;England;28;6;0;0;1;2;Friendly;Denmark;Lose;76.0;82.0;77.5;77.7;75.2;84.0;83.7;84.0
09/02/2011;France;Brazil;19;4;0;0;1;0;Friendly;France;Win;84.0;86.0;82.8;81.7;84.2;84.5;84.0;81.8
29/01/2011;Australia;Japan;26;29;0;0;0;1;AFC Asian Cup;Qatar;Lose;80.0;69.0;72.5;76.7;71.0;73.0;69.3;75.5
25/01/2011;Japan;South Korea;29;38;0;0;2;2;AFC Asian Cup;Qatar;Win;69.0;71.0;73.0;69.3;75.5;69.5;71.3;75.0
22/01/2011;Iran;South Korea;65;38;0;0;0;1;AFC Asian Cup;Qatar;Lose;;71.0;;;70.5;69.5;71.3;75.0
21/01/2011;Qatar;Japan;105;29;0;0;2;3;AFC Asian Cup;Qatar;Lose;;69.0;;;;73.0;69.3;75.5
17/01/2011;Saudi Arabia;Japan;78;29;0;0;0;5;AFC Asian Cup;Qatar;Lose;;69.0;;;;73.0;69.3;75.5
14/01/2011;Australia;South Korea;26;38;0;0;1;1;AFC Asian Cup;Qatar;Draw;80.0;71.0;72.5;76.7;71.0;69.5;71.3;75.0
28/11/2010;Qatar;Saudi Arabia;113;68;0;0;1;1;Gulf Cup;Yemen;Draw;;;;;;;;
17/11/2010;Argentina;Brazil;5;3;0;0;1;0;Friendly;Qatar;Win;77.0;86.0;81.0;87.0;82.8;84.5;84.0;81.8
17/11/2010;England;France;6;21;0;0;1;2;Friendly;England;Lose;82.0;84.0;84.0;83.7;84.0;82.8;81.7;84.2
17/11/2010;Portugal;Spain;8;1;0;0;4;0;Friendly;Portugal;Win;79.0;88.0;82.2;85.0;80.8;84.0;86.0;86.2
17/11/2010;Saudi Arabia;Ghana;68;17;0;0;0;0;Friendly;United Arab Emirates;Draw;;73.0;;;;75.0;73.7;80.2
12/10/2010;Ecuador;Poland;72;66;0;0;2;2;Friendly;Canada;Draw;75.0;76.0;70.2;75.7;76.8;72.5;76.3;74.8
12/10/2010;South Korea;Japan;44;30;0;0;0;0;Friendly;South Korea;Draw;71.0;69.0;69.5;71.3;75.0;73.0;69.3;75.5
12/10/2010;Switzerland;Wales;21;85;0;0;4;1;UEFA Euro qualification;Switzerland;Win;80.0;75.0;77.5;76.7;76.8;74.2;71.0;80.2
09/10/2010;USA;Poland;18;66;0;0;2;2;Friendly;USA;Draw;81.0;76.0;73.0;75.0;78.5;72.5;76.3;74.8
08/10/2010;Japan;Argentina;30;5;0;0;1;0;Friendly;Japan;Win;69.0;77.0;73.0;69.3;75.5;81.0;87.0;82.8
08/10/2010;Portugal;Denmark;8;29;0;0;3;1;UEFA Euro qualification;Portugal;Win;79.0;76.0;82.2;85.0;80.8;77.5;77.7;75.2
07/10/2010;Iran;Brazil;57;4;0;0;0;3;Friendly;United Arab Emirates;Lose;;86.0;;;70.5;84.5;84.0;81.8
07/09/2010;Argentina;Spain;5;1;0;0;4;1;Friendly;Argentina;Win;77.0;88.0;81.0;87.0;82.8;84.0;86.0;86.2
07/09/2010;South Korea;Iran;44;65;0;0;0;1;Friendly;South Korea;Lose;71.0;;69.5;71.3;75.0;;;70.5
07/09/2010;Poland;Australia;56;20;0;0;1;2;Friendly;Poland;Lose;76.0;80.0;72.5;76.3;74.8;72.5;76.7;71.0
07/09/2010;Switzerland;England;17;7;0;0;1;3;UEFA Euro qualification;Switzerland;Lose;80.0;82.0;77.5;76.7;76.8;84.0;83.7;84.0
04/09/2010;Mexico;Ecuador;25;58;0;0;1;2;Friendly;Mexico;Lose;76.0;75.0;74.5;76.3;77.5;70.2;75.7;76.8
03/09/2010;Belgium;Germany;48;4;0;0;0;1;UEFA Euro qualification;Belgium;Lose;74.0;86.0;79.8;78.0;77.8;82.0;83.3;82.2
03/09/2010;Switzerland;Australia;17;20;0;0;0;0;Friendly;Switzerland;Draw;80.0;80.0;77.5;76.7;76.8;72.5;76.7;71.0
11/08/2010;Denmark;Germany;29;4;0;0;2;2;Friendly;Denmark;Draw;76.0;85.0;77.0;75.7;76.2;82.8;82.7;82.2
11/08/2010;Mexico;Spain;25;1;0;0;1;1;Friendly;Mexico;Draw;79.0;90.0;76.5;77.7;76.8;85.0;85.3;87.0
11/08/2010;Poland;Cameroon;56;40;0;0;0;3;Friendly;Poland;Lose;80.0;81.0;71.5;74.0;76.0;75.2;78.0;78.5
10/08/2010;USA;Brazil;13;3;0;0;0;2;Friendly;USA;Lose;82.0;89.0;73.8;73.7;78.2;84.8;85.3;82.5
11/07/2010;Netherlands;Spain;4;2;0;0;0;1;FIFA World Cup;South Africa;Lose;83.0;90.0;77.8;83.7;83.8;85.0;85.3;87.0
10/07/2010;Uruguay;Germany;16;6;0;0;2;3;FIFA World Cup;South Africa;Lose;76.0;85.0;78.0;83.0;77.5;82.8;82.7;82.2
07/07/2010;Germany;Spain;6;2;0;0;0;1;FIFA World Cup;South Africa;Lose;85.0;90.0;82.8;82.7;82.2;85.0;85.3;87.0
06/07/2010;Uruguay;Netherlands;16;4;0;0;2;3;FIFA World Cup;South Africa;Lose;76.0;83.0;78.0;83.0;77.5;77.8;83.7;83.8
